"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SIGLEC112",1.22604690058073e-259,1.38099821423572,0.699,0.075,4.11191609516766e-255,"stromal_2_patient3","SIGLEC11"
"SPRR2F1",1.29199986245338e-255,1.02861557851013,0.449,0.025,4.33310913869616e-251,"stromal_2_patient3","SPRR2F"
"STAR2",5.58569529226995e-239,1.65520266869826,0.772,0.109,1.8733304871215e-234,"stromal_2_patient3","STAR"
"CSDC22",3.50634207848267e-197,1.38268778609449,0.739,0.116,1.17595700628152e-192,"stromal_2_patient3","CSDC2"
"WFIKKN21",1.78740732713191e-194,0.821900624178167,0.397,0.027,5.99460669373501e-190,"stromal_2_patient3","WFIKKN2"
"PEG32",1.01570767991374e-193,1.7649345999774,0.93,0.217,3.4064804168947e-189,"stromal_2_patient3","PEG3"
"MAG2",3.36498697969442e-183,1.18041390107454,0.574,0.072,1.12854933324991e-178,"stromal_2_patient3","MAG"
"KLHDC8A2",9.85808105003986e-169,1.65190199487388,0.886,0.218,3.30620322256237e-164,"stromal_2_patient3","KLHDC8A"
"OVGP11",2.91903585677902e-164,0.773431929897606,0.379,0.031,9.78986245646548e-160,"stromal_2_patient3","OVGP1"
"APOA12",6.23002528889468e-162,1.33020928914022,0.688,0.125,2.0894258813895e-157,"stromal_2_patient3","APOA1"
"CD222",6.15688077931426e-149,1.42978868238406,0.787,0.194,2.06489467576642e-144,"stromal_2_patient3","CD22"
"CLSTN22",8.16582718953371e-149,1.02767150162124,0.537,0.077,2.73865512282582e-144,"stromal_2_patient3","CLSTN2"
"TNXB2",2.50994363050834e-148,1.99165946884068,0.967,0.362,8.41784894799888e-144,"stromal_2_patient3","TNXB"
"SCUBE1",2.48030388536911e-147,0.6750586433213,0.342,0.027,8.31844317075091e-143,"stromal_2_patient3","SCUBE1"
"RBP12",2.55923979022546e-145,1.91371099710473,1,0.658,8.58317840845814e-141,"stromal_2_patient3","RBP1"
"RPL182",2.47735707920102e-139,1.46624713279233,1,0.975,8.30856017222439e-135,"stromal_2_patient3","RPL18"
"ARX2",2.94013435268483e-135,0.995308468356288,0.529,0.082,9.86062259203438e-131,"stromal_2_patient3","ARX"
"IGFBP42",1.40888455932605e-132,1.93890036594362,1,0.868,4.7251170350677e-128,"stromal_2_patient3","IGFBP4"
"RPL102",9.14494974266163e-126,1.10207043901412,1,0.996,3.06703324469386e-121,"stromal_2_patient3","RPL10"
"MIR202HG2",7.87804538772237e-125,0.775900966660284,0.368,0.039,2.64213886213433e-120,"stromal_2_patient3","MIR202HG"
"FHL22",1.77125436928863e-124,1.43059182470251,0.864,0.285,5.94043290372022e-120,"stromal_2_patient3","FHL2"
"LRP32",7.24855573716159e-122,1.50102475276495,0.886,0.345,2.43102062312925e-117,"stromal_2_patient3","LRP3"
"C1QTNF42",2.61858838805995e-121,1.11673655461009,0.632,0.133,8.78222173587547e-117,"stromal_2_patient3","C1QTNF4"
"CACNA1H2",2.56916195912575e-120,1.10128947742635,0.699,0.162,8.61645537851595e-116,"stromal_2_patient3","CACNA1H"
"DHRS22",2.33357171965179e-119,1.0095264142387,0.518,0.086,7.82633283336817e-115,"stromal_2_patient3","DHRS2"
"TCF212",2.4589834876883e-119,1.149850660724,0.75,0.184,8.24693882100902e-115,"stromal_2_patient3","TCF21"
"ENG2",1.42222846080197e-118,1.68406131354421,0.982,0.651,4.76986981183764e-114,"stromal_2_patient3","ENG"
"NDRG22",4.28015745090778e-118,1.35665768708081,0.842,0.268,1.43547920588545e-113,"stromal_2_patient3","NDRG2"
"RPL362",1.05717015507712e-115,1.31209464634516,1,0.987,3.54553726609766e-111,"stromal_2_patient3","RPL36"
"FGFR41",8.4129481442167e-115,0.763887217953695,0.408,0.054,2.8215345486074e-110,"stromal_2_patient3","FGFR4"
"MDK2",7.31495537116612e-111,1.3058932976672,0.996,0.825,2.45328973238169e-106,"stromal_2_patient3","MDK"
"COL16A15",4.98425921366088e-107,1.6035218198642,0.974,0.563,1.67162085507759e-102,"stromal_2_patient3","COL16A1"
"RPL310",7.50578476375643e-107,1.03377187031466,1,0.981,2.51729009406863e-102,"stromal_2_patient3","RPL3"
"TYRO32",5.93778909354185e-106,0.990729503167546,0.57,0.119,1.99141570619207e-101,"stromal_2_patient3","TYRO3"
"RPS112",1.17055827456033e-105,1.04908688759389,1,0.992,3.92581834122043e-101,"stromal_2_patient3","RPS11"
"VLDLR2",2.68070622867252e-105,1.16022118814677,0.699,0.192,8.99055254972189e-101,"stromal_2_patient3","VLDLR"
"RPS152",6.88060811161952e-104,1.09661351816706,1,0.982,2.30761834847495e-99,"stromal_2_patient3","RPS15"
"IGFBP52",2.65996495779155e-101,1.39942602562294,0.996,0.749,8.92099047544131e-97,"stromal_2_patient3","IGFBP5"
"RPS52",7.92924465648753e-101,1.11498507599853,1,0.947,2.65931007289279e-96,"stromal_2_patient3","RPS5"
"DCN3",2.76501734696195e-99,1.19328339852432,1,0.891,9.27331517824099e-95,"stromal_2_patient3","DCN"
"RPSA2",1.97794422574568e-98,1.01454026960868,1,0.96,6.63362934430586e-94,"stromal_2_patient3","RPSA"
"RPL18A2",5.22190429474691e-96,1.05869246034272,1,0.983,1.75132226237222e-91,"stromal_2_patient3","RPL18A"
"EXOC3L11",2.23965680922492e-94,0.628597150512769,0.316,0.039,7.51136100677855e-90,"stromal_2_patient3","EXOC3L1"
"NBL13",2.53798581078366e-94,1.37494332249807,0.982,0.745,8.51189681220624e-90,"stromal_2_patient3","NBL1"
"LTBP42",3.92423022374167e-94,1.33934710309549,0.974,0.526,1.31610833243848e-89,"stromal_2_patient3","LTBP4"
"RPS92",1.05591115701346e-93,1.02176151817833,1,0.977,3.54131483839174e-89,"stromal_2_patient3","RPS9"
"LAMB22",5.5979703333541e-93,1.28479243871171,0.974,0.61,1.8774472904003e-88,"stromal_2_patient3","LAMB2"
"TIMP22",9.97839318992665e-93,1.0265773771019,0.989,0.903,3.3465535080376e-88,"stromal_2_patient3","TIMP2"
"SERPING12",1.58914260539802e-92,1.07512808598046,0.996,0.886,5.32966646998387e-88,"stromal_2_patient3","SERPING1"
"RPL132",1.83020371724711e-92,0.896171208381869,1,0.999,6.13813722690334e-88,"stromal_2_patient3","RPL13"
